  Sucursal: SUC01 | Producto: P100 | Unidades: 4015 | Importe: $1063022.53
  Sucursal: SUC09 | Producto: P106 | Unidades: 2247 | Importe: $2018731.81
  Sucursal: SUC09 | Producto: P107 | Unidades: 2819 | Importe: $2875451.87
  Sucursal: SUC09 | Producto: P108 | Unidades: 527 | Importe: $551236.13
  Sucursal: SUC09 | Producto: P109 | Unidades: 770 | Importe: $727240.99
  Sucursal: SUC09 | Producto: P110 | Unidades: 413 | Importe: $441211.59
  Sucursal: SUC09 | Producto: P111 | Unidades: 1049 | Importe: $910172.73
  Sucursal: SUC09 | Producto: P112 | Unidades: 984 | Importe: $1359647.41
  Sucursal: SUC09 | Producto: P113 | Unidades: 943 | Importe: $1307330.24
  Sucursal: SUC09 | Producto: P114 | Unidades: 990 | Importe: $1174506.04
  Sucursal: SUC09 | Producto: P115 | Unidades: 1263 | Importe: $1618164.75
  Sucursal: SUC09 | Producto: P116 | Unidades: 530 | Importe: $764409.21
  Sucursal: SUC09 | Producto: P117 | Unidades: 1076 | Importe: $1825899.45
  Sucursal: SUC09 | Producto: P118 | Unidades: 866 | Importe: $1464246.22
  Sucursal: SUC09 | Producto: P119 | Unidades: 1171 | Importe: $2442069.64
  Sucursal: SUC09 | Producto: P120 | Unidades: 785 | Importe: $1424319.02
  Sucursal: SUC09 | Producto: P121 | Unidades: 769 | Importe: $1541030.57
  Sucursal: SUC09 | Producto: P122 | Unidades: 1077 | Importe: $2129759.21
  Sucursal: SUC09 | Producto: P123 | Unidades: 846 | Importe: $2125583.42
  Sucursal: SUC09 | Producto: P124 | Unidades: 939 | Importe: $2276520.81
  Sucursal: SUC09 | Producto: P125 | Unidades: 637 | Importe: $1957867.41
  Sucursal: SUC09 | Producto: P126 | Unidades: 564 | Importe: $1335260.26
  Sucursal: SUC09 | Producto: P127 | Unidades: 766 | Importe: $2278410.18
  Sucursal: SUC09 | Producto: P128 | Unidades: 1016 | Importe: $2683874.78
  Sucursal: SUC09 | Producto: P129 | Unidades: 533 | Importe: $1773474.19
  Sucursal: SUC09 | Producto: P130 | Unidades: 816 | Importe: $2404307.36
  Sucursal: SUC09 | Producto: P131 | Unidades: 388 | Importe: $1353457.78
  Sucursal: SUC09 | Producto: P132 | Unidades: 199 | Importe: $256226.69
  Sucursal: SUC09 | Producto: P133 | Unidades: 281 | Importe: $363881.25
  Sucursal: SUC09 | Producto: P134 | Unidades: 92 | Importe: $209518.75
  Sucursal: SUC09 | Producto: P135 | Unidades: 201 | Importe: $312203.65
  Sucursal: SUC09 | Producto: P136 | Unidades: 182 | Importe: $269041.73
  Sucursal: SUC09 | Producto: P137 | Unidades: 208 | Importe: $444831.31
  Sucursal: SUC09 | Producto: P138 | Unidades: 907 | Importe: $378039.04
  Sucursal: SUC09 | Producto: P139 | Unidades: 163 | Importe: $543757.68

Sucursal: SUC09 — Total importe: $53322446.16
  Mayor importe: P107 — $2875451.87
  Menor importe: P134 — $209518.75
──────────────────────────────────────────────────
  Sucursal: SUC10 | Producto: P100 | Unidades: 2113 | Importe: $560229.08
  Sucursal: SUC10 | Producto: P101 | Unidades: 2423 | Importe: $912897.01
  Sucursal: SUC10 | Producto: P102 | Unidades: 3514 | Importe: $1803595.24
  Sucursal: SUC10 | Producto: P103 | Unidades: 2141 | Importe: $1272451.57
  Sucursal: SUC10 | Producto: P104 | Unidades: 3194 | Importe: $2453164.82
  Sucursal: SUC10 | Producto: P105 | Unidades: 4082 | Importe: $2917546.75
  Sucursal: SUC10 | Producto: P106 | Unidades: 3471 | Importe: $3207575.38
  Sucursal: SUC10 | Producto: P107 | Unidades: 3604 | Importe: $3603927.82
  Sucursal: SUC10 | Producto: P108 | Unidades: 466 | Importe: $449054.81
  Sucursal: SUC10 | Producto: P109 | Unidades: 1138 | Importe: $1270715.69
  Sucursal: SUC10 | Producto: P110 | Unidades: 1186 | Importe: $1361694.23
  Sucursal: SUC10 | Producto: P111 | Unidades: 786 | Importe: $883385.19
  Sucursal: SUC10 | Producto: P112 | Unidades: 892 | Importe: $1185542.36
  Sucursal: SUC10 | Producto: P113 | Unidades: 1257 | Importe: $1604865.35
  Sucursal: SUC10 | Producto: P114 | Unidades: 801 | Importe: $1040083.50
  Sucursal: SUC10 | Producto: P115 | Unidades: 1007 | Importe: $1113877.97
  Sucursal: SUC10 | Producto: P116 | Unidades: 1005 | Importe: $1841817.71
  Sucursal: SUC10 | Producto: P117 | Unidades: 690 | Importe: $1167488.82
  Sucursal: SUC10 | Producto: P118 | Unidades: 738 | Importe: $1292770.95
  Sucursal: SUC10 | Producto: P119 | Unidades: 761 | Importe: $1457050.62
  Sucursal: SUC10 | Producto: P120 | Unidades: 919 | Importe: $1997644.57
  Sucursal: SUC10 | Producto: P121 | Unidades: 764 | Importe: $1828782.20
  Sucursal: SUC10 | Producto: P122 | Unidades: 878 | Importe: $1808572.51
  Sucursal: SUC10 | Producto: P123 | Unidades: 893 | Importe: $1344368.76
  Sucursal: SUC10 | Producto: P124 | Unidades: 865 | Importe: $2203560.53
  Sucursal: SUC10 | Producto: P125 | Unidades: 461 | Importe: $1272831.29
  Sucursal: SUC10 | Producto: P126 | Unidades: 808 | Importe: $2134759.36
  Sucursal: SUC10 | Producto: P127 | Unidades: 1454 | Importe: $2616018.22
  Sucursal: SUC10 | Producto: P128 | Unidades: 1090 | Importe: $3227636.62
  Sucursal: SUC10 | Producto: P129 | Unidades: 919 | Importe: $3121898.30
  Sucursal: SUC10 | Producto: P130 | Unidades: 623 | Importe: $1832100.31
  Sucursal: SUC10 | Producto: P131 | Unidades: 933 | Importe: $2164670.52
  Sucursal: SUC10 | Producto: P132 | Unidades: 176 | Importe: $180703.31
  Sucursal: SUC10 | Producto: P133 | Unidades: 277 | Importe: $644519.53
  Sucursal: SUC10 | Producto: P134 | Unidades: 105 | Importe: $246721.09
  Sucursal: SUC10 | Producto: P135 | Unidades: 194 | Importe: $381739.38
  Sucursal: SUC10 | Producto: P136 | Unidades: 335 | Importe: $579756.86
  Sucursal: SUC10 | Producto: P137 | Unidades: 172 | Importe: $358252.83
  Sucursal: SUC10 | Producto: P138 | Unidades: 545 | Importe: $392898.36
  Sucursal: SUC10 | Producto: P139 | Unidades: 125 | Importe: $371742.00

Sucursal: SUC10 — Total importe: $60108911.42
  Mayor importe: P107 — $3603927.82
  Menor importe: P132 — $180703.31
──────────────────────────────────────────────────

Total de sucursales procesadas : 10
Importe total general          : $493774264.22
